,Username,Post Date,Content,Like Count,Date,DateDiff(days),Year,hashtags,hashtag_count
1864,acupofcat_cafe,2022-01-08,"8月份 係我地嘆杯貓茶 開業一週年 

多謝大家既支持 推出新既抽獎活動
大獎 - 連續3個月全月通  1位 
二獎 - 連續2個月全月通 10位
三獎 - 單月 全月通  10位 

另外會有<我最喜愛貓貓選舉> 
得獎貓貓會有獨食罐罐放題15分鐘
攝影師影相靚相一輯 
貓草放題30分鐘🫡

———
參加辦法：
親臨本店🐱
影下你最喜愛貓貓🐱
Po ig 限時動態 tag3 個朋友及本店🐱

完成以上步驟可得到抽獎券一張 
1.寫上你的聯絡電話☎️ 
2.你的ig 
3.你的最喜愛貓貓名字 
 ✅完成✅

———
每次光臨都可填一張抽獎卷
填得多中獎機會就多
公平起見 每人只可中獎一次 

*本公司持有最後決定權
—————

8月中至9月 會推出嘆杯貓茶紀念冊書刊
收益會扣除印刷成本後全數捐出 請大家密切留意👀

———

本店全年無休 (最抵玩既貓咖~喵)
營業時間：11:00-23:00

時段收費：(平均每小時平過$30)
A：11:00-14:00 $100
B：14:00-17:00 $120
C：17:00-20:00$100
D：20:00-23:00$88 (必須預約)
(每個時段共3小時)

單鐘先選 1小時$68；2小時$120

🐯全日通$150 (自選兩個時段一共6小時)
🦁自由通$178 (自選8小時)
👑全月通$400(全月任入每日上限8小時)
*連買兩個月9折 *連買三個月85折(送多15日)
🔥全年通 $2980 送多一個月
13個月(平均每日$7)

💭💭💭💭💭💭💭💭💭💭💭
🦁️全月通原價 $899 //特價$400😱😱
-全月任何時段無限通行
-全月通享有全月花茶任飲(連冰底)
-所有罐罐/貓零食等每件減$5
-生日蛋糕免切餅費
-包場價30%off 
-可以$388續全月通
-可以$3888升級全年通
💭💭💭💭💭💭💭💭💭💭💭

凡係follow 我地ig/ Facebook 
展示比職員睇後均可免費獲贈清香玫瑰匊花花茶; 
而且仲要係任飲 (另外冰底$8/杯)

(所有時段都無最低消費同加一服務費)
(所有時段都無最低消費同加一服務費)
(所有時段都無最低消費同加一服務費)

——————————————————

地址：葵芳金龍工業中心2座24J室",438,2022-01-08,31.0,2022.0,,0.0
1918,acupofcat_cafe,2022-02-01,"正所謂舊既唔去；新既唔黎~ 
唔開心既野 成日擺係個心 
難受既就只會係自己

假設你今期成績唔好、比男朋友飛左、出街中雀屎~ 🥲咁黑仔緊係要發個脾氣發洩下啦！ 不過唔好傷害到人就得喇~

呢個時候 你就需要貓咪既萌 幫你洗走黑氣~~

你信就又好唔信又好 貓會為人類帶來好運

我信架!  你呢?? 

圖相來源：網絡Facebook 
.
.
.

#新年 #貓cafe #香港好去處 #catcafe #hkig #教主 
#甜品 #貓貓cafe #送禮首選 #teatime #過年好去處 #cat #新年禮物 #鏡粉 #抵食 #假日好去處 #呂爵安 #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #學生會 #補習 #悶 #運動",269,2022-02-01,24.0,2022.0,"['#新年', '#貓cafe', '#香港好去處', '#catcafe', '#hkig', '#教主', '#甜品', '#貓貓cafe', '#送禮首選', '#teatime', '#過年好去處', '#cat', '#新年禮物', '#鏡粉', '#抵食', '#假日好去處', '#呂爵安', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#學生會', '#補習', '#悶', '#運動']",29.0
1888,acupofcat_cafe,2022-02-04,"可愛攻擊x2❤️

BB貓係 美短x緬因貓 
所以唔知長大後會變成點 
不過點都好 身體健康就夠 
所有奴材都係咁希望架~~ 

.
.
.
.

#嘆杯貓茶 #貓cafe #葵芳 #catcafe #hkig #喵
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #學生會 #補習 #悶 #運動",151,2022-02-04,3.0,2022.0,"['#嘆杯貓茶', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#喵', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#學生會', '#補習', '#悶', '#運動']",29.0
1858,acupofcat_cafe,2022-02-09,"🐱中秋節🥮全夜通🌕🐰

賞貓賞月賞秋香🫡

$150@1位 
包你一杯$30內飲品 

限定人數 係book就襯早🫡 
早book既朋友即刻享有另外優惠
*全月通既朋友都可以黎架 
*無須另外收費

如需預約及查詢
請到主頁 有whatsapp 連結🔗
小編會盡快回覆 多謝合作！

————
附上上年全夜通既開心照片🫡

———-

#圖書館 #貓cafe #葵芳 #角落生物 #hkig #動漫 
#甜品 #貓貓cafe #tea #teatime #cake #蠟燭 #catstagram #煲蠟 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #情侶 #補習 #食好西 #情人節快樂❤️",3,2022-02-09,5.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#角落生物', '#hkig', '#動漫', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#蠟燭', '#catstagram', '#煲蠟', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#情侶', '#補習', '#食好西', '#情人節快樂❤️']",29.0
1880,acupofcat_cafe,2022-03-05,"岩岩DSE完左既你、想搵個地方發呆、放空自己、睇下書又或者想閉目養神既你；過黎嘆杯貓茶就岩哂! 地鐵站幾分鐘就到，
十分方便~ 

生活需要慢，您需要慢生活
平衡下功課、工作等 令你困擾 
煩惱既事 

願你同貓貓同化 懶洋洋 學習下貓
既生活態度  做奴才啦xD 😆

.
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #自修室
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #溫書 #補習 #食好西 #打卡cafe",102,2022-03-05,24.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#自修室', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#溫書', '#補習', '#食好西', '#打卡cafe']",29.0
1867,acupofcat_cafe,2022-03-07,"設計對白：_________

.
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #自修室
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #溫書 #補習 #食好西 #打卡cafe",3,2022-03-07,2.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#自修室', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#溫書', '#補習', '#食好西', '#打卡cafe']",29.0
1917,acupofcat_cafe,2022-04-01,"嘆杯貓茶：
😺11:00-14:00 時段 A 每位$100
🐱14:00-17:00 時段 B 每位$120
😻17:00-20:00時段 C 每位$100
😽20:00-23:00時段D 每位$88
🐯全日通$150 (自選兩個時段)
🦁️全月通$899 /1599兩位 

因為收集了不少客人的要求 ；
希望本店 有效地做控制人流，
由每小時制 改為 每時段制；
生活需要慢下來 ；
您需要些慢生活 。

與貓貓一起慢下來感受生活吧!

嘆貓貓 嘆貓茶

嘆杯貓茶",1972,2022-04-01,25.0,2022.0,,0.0
1887,acupofcat_cafe,2022-04-04,"Bi哥哥

無死角可憐樣配上佢迷因既表情

會唔會令你有樣想抱緊處理既feel呢

BiBi對人類既好脾氣係店內第一🏅️

信任人類既程度都係店內第一🏅️

基本上你摸佢 佢就會嘆 唔會走 

你初佢手仔肉球同肚仔都唔會咬你 

所以大家記緊要溫柔對待貓貓 

.
.
.
.

#嘆杯貓茶 #貓cafe #葵芳 #catcafe #hkig #喵
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #學生會 #補習 #悶 #運動",147,2022-04-04,3.0,2022.0,"['#嘆杯貓茶', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#喵', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#學生會', '#補習', '#悶', '#運動']",29.0
1871,acupofcat_cafe,2022-04-06,"💦夏天到！貓貓夏天會慵懶啲？熱情啲？
參加 #動物輔助療癒工作坊 一齊感受實體的觸感與溫度❤️‍🔥或者有答案～同時進化成為自己嘅情緒管理師🫂
〰️〰️〰️
📝報名參加👉🏻 https://forms.gle/7DtChFyLX3rPxo6s8

🗓2 0 2 2 年 ⑥ 月 時 間 表 🗓

K1. 16 / 6 / 2022 (四) Level 1
K2. 30 / 6 / 2022 (四) Level 2🆕
🕰 8:15 - 9:15pm🌙
@葵芳 嘆杯貓茶 acupofcat_cafe

T1. 11 / 6 / 2022 (六) Level 1
T2. 18 / 6 / 2022 (六) Level 1
T3. 25 / 6 / 2022 (六) Level 2🆕
🕰11:15am - 12:15pm☀️
@尖沙咀 貓花園Cat Garden

🤑(原價：$250) 地球試業優惠價💸：
✧ 15-24學生*：$88
✧ 成人：$100+歡迎活動日自由定價

🆕❤️‍🔥工作坊新增Level 2❤️‍🔥🆕：
✔️2個Level 其實都適合所有人士參加
✔️建議新朋友可同時報名Level 1 及 Level 2
✔️已參與過PETVOLUTION動物輔助療癒工作坊朋友可重溫Level 1再上Level 2 或 直接報名Level 2。
✔️更多詳情請見報名表➰

🆕🧘 一對一/小組服務🧘🆕
如果想深度透過社區貓貓輔助覺察自己的感受、需要較高私穩度及不批判的環境下嘗試表達自己，同時更集中認識觀察貓貓、與社區貓貓互相療癒，個人/小組服務會更適合你🐈❤️🧘🔋

@石門 The Good Place
預約/查詢 Whatsapp/signal 64226639
؂؂؂؂؂؂؂؂؂؂؂؂
⚖️*PETVOLUTION是以動物輔助服務幫助香港人改善精神健康社企。為讓青年及早關注精神健康，因此15-24歲之學生或低收入人士於報名起3天內交妥費用及填妥確認表者，可享優惠價$88參加活動。其他有需要群組，歡迎NGO/辦學團體/自組小班聯絡包班事宜。
📣如有問題，歡迎電郵聯絡petvolutionhk@gmail.com /Whatsapp 64226639

#petvolution #寵物時代 #animal_assisted_wellness #動物輔助身心健康 #動物輔助 #療癒 
#wellness #mindfulness #catfulness #靜觀 #petfriendly #寵物友善 #CommunityAnimals #社區動物",3,2022-04-06,2.0,2022.0,"['#動物輔助療癒工作坊', '#petvolution', '#寵物時代', '#animal_assisted_wellness', '#動物輔助身心健康', '#動物輔助', '#療癒', '#wellness', '#mindfulness', '#catfulness', '#靜觀', '#petfriendly', '#寵物友善', '#CommunityAnimals', '#社區動物']",15.0
1840,acupofcat_cafe,2022-04-11,"🔎歡迎whastapp 了解更多

大家好 
今次聯同夜貓子party 一同推出
VIP全年通 
同時擁有多重優惠 
而且係買果日先開始計一年；
———
全年通VIP 
$888@1位 

嘆杯貓茶:
-全年無限出入貓咖
-節日紅日全夜通均可進場
-1次性貓咖$100卷(外賣不適用)
-茶飲店分店全年85折

夜貓子party : 
-每6位送一位
-指定房間免費加鐘
-外賣85折

—————

.
.
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #自修室
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #互追互讚 #互追 #食好西 #打卡cafe",333,2022-04-11,5.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#自修室', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#互追互讚', '#互追', '#食好西', '#打卡cafe']",29.0
1832,acupofcat_cafe,2022-06-12,"🍩🍩
我地既手工波提最近都係每日全清 
我地暫時都未會打算再提高生產量 
先出一個訂購手工波提服務~~

訂購有咩好?? 等小編同大家講解下啦 
- 唔洗擔心買唔到或買唔夠
- 8折既價錢 平均每個手工波提約$20
- 按你既要求 客服會為你做最貼心配合

波提適合送禮
甜點小吃 
散水餅 
下午茶 

建議食用時間係即日 
大家要注意喇!!!

—————

#聖誕節 #貓cafe #香港好去處 #catcafe #hkig #散水餅推介 
#甜品 #最平散水禮物 #送禮首選 #teatime #跨年好去處好去處 #團購 #聖誕禮物 #聖誕好去處 #抵食 #假日好去處 #波堤 #生日 #零食 
#學生優惠 #掃街 #party #情侶 #拍拖好去處#小食 #互讚 #學生會 #補習 #悶 #冬甩",3,2022-06-12,62.0,2022.0,"['#聖誕節', '#貓cafe', '#香港好去處', '#catcafe', '#hkig', '#散水餅推介', '#甜品', '#最平散水禮物', '#送禮首選', '#teatime', '#跨年好去處好去處', '#團購', '#聖誕禮物', '#聖誕好去處', '#抵食', '#假日好去處', '#波堤', '#生日', '#零食', '#學生優惠', '#掃街', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#學生會', '#補習', '#悶', '#冬甩']",29.0
1866,acupofcat_cafe,2022-07-07,"貓寶寶就係有無窮體力~ 
客人們行走時請放慢腳步~ 
不要踩到貓貓的尾巴~ 
願大家有個美滿貓貓的體驗🤭🤭🤭🤭

.
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #去邊好 
#甜品 #貓貓cafe #tea #teatime #假日 #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #溫書 #補習 #食好西 #edanlui呂爵安",80,2022-07-07,25.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#去邊好', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#假日', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#溫書', '#補習', '#食好西', '#edanlui呂爵安']",29.0
1865,acupofcat_cafe,2022-09-07,"來至 @labrador_kky  的作品 
小編為其取名《日常》 
每張相都很隨性 很有各自貓貓的個性
中時間大家都上來嘆貓貓吧! 
.
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #自修室
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #溫書 #補習 #食好西 #打卡cafe",155,2022-09-07,62.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#自修室', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#溫書', '#補習', '#食好西', '#打卡cafe']",29.0
1876,acupofcat_cafe,2022-10-05,"連續全月通之優惠🐱🎉

想成日都可以對住貓貓 睇呢度就岩哂你 
時間越長越平!
比主子圍、見證佢地長大、睇佢地既蝦碌行為、一齊放空自我 等等.. 

個優惠定價為$400
兩個月全月通 9折
三個月全月通85折 

全月通其實仲有好多著數 
不仿係主頁按一下whatsapp連結🔗
同最帥氣既小編展開更長詳既了解啦 

.
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #自修室
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #溫書 #補習 #食好西 #打卡cafe",3,2022-10-05,28.0,2022.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#自修室', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#溫書', '#補習', '#食好西', '#打卡cafe']",29.0
1856,acupofcat_cafe,2022-12-09,"嘆杯貓茶 
即時開始 大幅減價! 取消時段收費！
———
$50@1小時
$88@2小時
$118@全日

*我地會保留

-無最低消費 
-無加一服務費
-全月通$388 (由第一天到場開始計)
-學生放學烏優惠$88/位 /5小時😝
 17:00-22:00(星期一至五)

歡迎walk in 及預約🫡
———

號外消息：
10月份 會係葵涌廣場進駐小食店
到時請大家多多支持🫡🐱 

———",1102,2022-12-09,65.0,2022.0,,0.0
1811,acupofcat_cafe,2023-02-01,"不加價、不收加一、不收低消
全年無休、農曆新年照常營業
葵芳貓貓cafe  30+既貓cafe
歡迎walk-in 

嘆貓貓 嘆貓茶 嘆杯貓茶",557,2023-02-01,54.0,2023.0,,0.0
1799,acupofcat_cafe,2023-03-02,"［手工芋泥］
由採購到製作；都十分費時費心
成本都會比罐頭芋泥貴好多, 
有一種手工叫堅持 
堅持唔用罐頭
堅持手打芋泥
堅持唔落糖水 

蒸 切 焗 煮 等等 
煩到嘔 每次整一轉大概都要兩個鐘 
希望得到識欣賞既客人賞識 

我地有芋泥鮮奶 抹茶芋泥鮮奶等產品 
歡迎來黎到 葵涌廣場 2樓007號 
嘆杯貓茶

————————————
.
.
.

#圖書館 #貓cafe #葵芳 #catcafe #hkig #自修室
#甜品 #貓貓cafe #tea #teatime #cake #cat #catstagram #最平 #抵食 #假日好去處 #meow #生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #溫書 #補習 #食好西 #打卡cafe",333,2023-03-02,29.0,2023.0,"['#圖書館', '#貓cafe', '#葵芳', '#catcafe', '#hkig', '#自修室', '#甜品', '#貓貓cafe', '#tea', '#teatime', '#cake', '#cat', '#catstagram', '#最平', '#抵食', '#假日好去處', '#meow', '#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#溫書', '#補習', '#食好西', '#打卡cafe']",29.0
1760,acupofcat_cafe,2023-04-06,"Cp值高 同埋服務好 45+貓貓🐱
超級多貓都係我地受歡迎既原因 
我地會一直撥出資源去協助團體
進行拯救浪貓行路; 

葵芳站MTR2分鐘就到
1500呎
每日預留 大量Walk in坐位 
定期推出優惠活動

除左黎同貓貓玩 我地都希望
教育到小朋友們要愛惜小動物 
不棄養 做個有責任既人～ 

你既光顧對我地都係小小既支持🤍🐱

我地同黑貓好有緣 
有9隻黑貓 你搵唔搵得哂佢地出黎呢?",3,2023-04-06,35.0,2023.0,,0.0
1808,acupofcat_cafe,2023-05-01,"[抽獎］ 三步曲
1. 分享任何一張我地既貓貓相係你ig 限時
2. Tag @ 3個朋友 
3. Cap圖/Dm我地ig話參與左活動 
完成✅

活動時限 5/1 - 31/1 
歡迎大家踴躍參加~~ 

中咗獎嘅朋友
我哋會透過IG通知返你
中獎嘅詳情~ 

中咗獎嘅朋友
到時候憑IG對話紀錄可獲得免費入場

神秘大獎係2個月既全月通 

*本店保留所有獎項執行權利
———
嘆貓貓 嘆貓茶 嘆杯貓茶 

_

#新年 #貓cafe #香港好去處 #catcafe #hkig #過年去邊度 
#甜品 #貓貓cafe #送禮首選 #teatime #好去處 #cat #聖誕禮物 #聖誕好去處 #抵食 #假日好去處 #ak#生日 #partyroom 
#學生優惠 #student #party #情侶 #拍拖好去處#小食 #互讚 #學生會 #補習 #悶 #運動",3,2023-05-01,25.0,2023.0,"['#新年', '#貓cafe', '#香港好去處', '#catcafe', '#hkig', '#過年去邊度', '#甜品', '#貓貓cafe', '#送禮首選', '#teatime', '#好去處', '#cat', '#聖誕禮物', '#聖誕好去處', '#抵食', '#假日好去處', '#ak#生日', '#partyroom', '#學生優惠', '#student', '#party', '#情侶', '#拍拖好去處#小食', '#互讚', '#學生會', '#補習', '#悶', '#運動']",28.0
